,Unnamed: 0,artist_name,track_name,track_id,track_popularity,artist_id,artist_popularity,artist_genres,artist_followers,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,album_image,preview_url
821,797,Justin Bieber,Ghost,0FJY7Rkvlo9Lf8HAWsoPNL,0,1uNFoZAHBGtllmzznpCI3s,90,"['canadian pop', 'pop']",63381638,0.604,0.741,-5.571,0.0475,0.178,3.49e-05,0.409,0.473,153.947,0FJY7Rkvlo9Lf8HAWsoPNL,153190,4,https://i.scdn.co/image/ab67616d0000b273356b2f1668c063f895c26b99,
822,798,Eliseu Carvalho,Who's There? 2022,7jo3pXENgnt8zXXCQm2Om5,0,3HJUwIclyUvaoseNb3BlEA,0,[],30,0.501,0.821,-7.562,0.0476,0.0038,0.0395,0.27,0.136,101.955,7jo3pXENgnt8zXXCQm2Om5,264411,4,https://i.scdn.co/image/ab67616d0000b273e81fce12978c1435918fbb9c,https://p.scdn.co/mp3-preview/22d25aade68f4ca099fd99b72103f086ac104099?cid=2763bb5284cd4f7cbb19087c145dca6f
823,799,King Von,Don't Play That,6BczFLHW9aIf9aWn5NFuNL,71,6QtgPSJPSzcnn7dPZ4VINp,74,['chicago rap'],2122920,0.947,0.605,-8.621,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,6BczFLHW9aIf9aWn5NFuNL,133613,4,https://i.scdn.co/image/ab67616d0000b2732e00657fb57e03072174067b,https://p.scdn.co/mp3-preview/da04ad9894783a5b9815d024bff94a54bda9ad68?cid=2763bb5284cd4f7cbb19087c145dca6f
824,800,Eliseu Carvalho,Krafty Days 2022,18IzyQBkLl4qMZj7Pkm4u3,0,3HJUwIclyUvaoseNb3BlEA,0,[],30,0.807,0.58,-12.847,0.0856,0.0139,0.939,0.0996,0.554,119.952,18IzyQBkLl4qMZj7Pkm4u3,214608,4,https://i.scdn.co/image/ab67616d0000b273e81fce12978c1435918fbb9c,https://p.scdn.co/mp3-preview/9344a5c1f8fb19449ddf0c9ad7c8f64f9fc79d98?cid=2763bb5284cd4f7cbb19087c145dca6f
825,801,Chris Brown,Psychic,64pUytZWfCpeeMBN0XAadF,75,7bXgB6jMjp9ATFy66eO08Z,86,"['dance pop', 'pop', 'pop rap', 'r&b']",16329439,0.739,0.58,-7.414,0.0637,0.0395,0.0,0.114,0.452,96.501,64pUytZWfCpeeMBN0XAadF,220760,4,https://i.scdn.co/image/ab67616d0000b273f2b4d5c90a16ef940efde2c2,https://p.scdn.co/mp3-preview/266ca720c09c7b1e120b315e825810280708939a?cid=2763bb5284cd4f7cbb19087c145dca6f
826,802,Time Shard,Cosmic Carrot - 2022 Remaster,49u25ckAvC2vLaOFAKON5w,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.318,0.295,-16.727,0.0319,0.0374,0.0181,0.0887,0.0506,105.494,49u25ckAvC2vLaOFAKON5w,328320,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/bc874bf2de1c9a644d4fa39d35de070bb93572dd?cid=2763bb5284cd4f7cbb19087c145dca6f
827,803,Charlie Puth,Light Switch,3AVXwaOGCEL8cmBecfcsFJ,81,6VuMaDnrHyPL1p4EHjYLi7,83,"['dance pop', 'pop', 'viral pop']",16782465,0.69,0.626,-5.693,0.306,0.105,0.000335,0.0881,0.912,184.009,3AVXwaOGCEL8cmBecfcsFJ,185681,4,https://i.scdn.co/image/ab67616d0000b273eea6313204bdb8cd3e6cbc9d,https://p.scdn.co/mp3-preview/6644729b8705b1538514923a08eb70377d4bb12d?cid=2763bb5284cd4f7cbb19087c145dca6f
828,804,Christopher Ramseur,Years,4jZvsvNl131IOgiQDGmqcu,0,10Ce9XkB8Krez8Ha5M6xSU,0,[],4,0.891,0.565,-10.602,0.0635,0.000793,0.641,0.096,0.329,128.005,4jZvsvNl131IOgiQDGmqcu,182952,4,https://i.scdn.co/image/ab67616d0000b27343148dcbf0c62e8d8acf371b,https://p.scdn.co/mp3-preview/e4a0944ab0e8cc5b0152fea0f5585e8997a1dbe0?cid=2763bb5284cd4f7cbb19087c145dca6f
829,805,Sam Smith,Love Me More,16MQETUgqXwY4lZcyRafU3,79,2wY79sveU1sp5g7SokKOiI,81,"['dance pop', 'pop', 'uk pop']",19811397,0.791,0.439,-5.62,0.0645,0.302,1.85e-05,0.126,0.559,85.004,16MQETUgqXwY4lZcyRafU3,190659,4,https://i.scdn.co/image/ab67616d0000b273303e409a03204c2569eb7ba7,
830,806,Time Shard,Human Error - 2022 Remaster,4oSDN3b30psnWQcdDWXNOu,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.291,0.687,-10.661,0.0399,0.0049,0.434,0.0912,0.0392,108.004,4oSDN3b30psnWQcdDWXNOu,428480,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/ec47baa35bcd60f24eda604528ff4d804586ec0d?cid=2763bb5284cd4f7cbb19087c145dca6f
831,807,TOMORROW X TOGETHER,Good Boy Gone Bad,1HsSIPLTQT354yJcQGfEY3,80,0ghlgldX5Dd6720Q3qFyQB,76,"['k-pop', 'k-pop boy group']",6588822,0.475,0.695,-5.919,0.102,0.0159,0.0,0.125,0.552,100.009,1HsSIPLTQT354yJcQGfEY3,191038,4,https://i.scdn.co/image/ab67616d0000b27313ac5d67675999ba7b9c4f21,https://p.scdn.co/mp3-preview/cacf4e1c9786669888eaf0b4d405c33368e3245b?cid=2763bb5284cd4f7cbb19087c145dca6f
832,808,Time Shard,Hunab Ku - 2022 Remaster,6vENvnry4Ug2KeDKuKQK42,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.521,0.807,-12.73,0.0391,1.55e-05,0.918,0.298,0.175,153.967,6vENvnry4Ug2KeDKuKQK42,457307,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/2110c706ff373ddb0ae08b56a69ce2e2c9ee2b1d?cid=2763bb5284cd4f7cbb19087c145dca6f
833,809,A$AP Rocky,D.M.B.,7IBLt4Qarf4JDLxIQDv2O5,74,13ubrt8QOOCPljQ2FL1Kca,80,"['east coast hip hop', 'hip hop', 'rap', 'trap']",11444974,0.727,0.616,-8.487,0.338,0.542,4.47e-06,0.482,0.392,140.014,7IBLt4Qarf4JDLxIQDv2O5,291612,4,https://i.scdn.co/image/ab67616d0000b27334a1040c25a7ff7fca5135f3,https://p.scdn.co/mp3-preview/af500c32fcb0db4ce209865cf07e3e94dee3f6c8?cid=2763bb5284cd4f7cbb19087c145dca6f
834,810,Time Shard,Star Glyph - 2022 Remaster,4yDxXSXBwOfqRFiPU0HNnh,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.275,0.713,-10.362,0.0345,0.00213,0.929,0.13,0.637,112.371,4yDxXSXBwOfqRFiPU0HNnh,274933,3,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/bba1c4d2eee6aaa9e69e2fbf90fe043ddfd5b2aa?cid=2763bb5284cd4f7cbb19087c145dca6f
835,811,Gucci Mane,All Dz Chainz (feat. Lil Baby),6f8nS2g21RNEL7gNG4WJVT,71,13y7CgLHjMVRMDqxdx0Xdo,77,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4408767,0.768,0.595,-6.35,0.264,0.244,0.0,0.159,0.52,82.654,6f8nS2g21RNEL7gNG4WJVT,138187,4,https://i.scdn.co/image/ab67616d0000b273d1f69802be539108d02bb4f6,https://p.scdn.co/mp3-preview/5ead444843fe1979f8e15a198d8744c228db4aaf?cid=2763bb5284cd4f7cbb19087c145dca6f
836,812,Time Shard,Central Sun - 2022 Remaster,5feUtvS7uI6VdYlkOdz9pJ,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.332,0.712,-12.841,0.0787,0.00683,0.878,0.132,0.411,75.671,5feUtvS7uI6VdYlkOdz9pJ,253840,3,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/91ad9db245ab3bbd73867c01fc41d437986c6a56?cid=2763bb5284cd4f7cbb19087c145dca6f
837,813,Zach Bryan,Oklahoma Smokeshow,0OWhKvvsHptt6vnnNUSM9a,62,40ZNYROS4zLfyyBSs2PGe2,78,['oklahoma country'],502953,0.544,0.573,-5.694,0.0356,0.0958,0.0,0.104,0.233,122.977,0OWhKvvsHptt6vnnNUSM9a,211739,4,https://i.scdn.co/image/ab67616d0000b27340efbcb2e827ba3dd58426ed,https://p.scdn.co/mp3-preview/fe075ce6b6e36b75c41941a6fb6816d0cce7ab52?cid=2763bb5284cd4f7cbb19087c145dca6f
838,814,Time Shard,Voodoo Chronometer - 2022 Remaster,0Y6jZQ942ExYc3DwkbjNUD,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.573,0.882,-9.497,0.041,0.000142,0.892,0.137,0.63,130.822,0Y6jZQ942ExYc3DwkbjNUD,470787,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/050da680bab58f4d4f5b0463d7d6374b08459802?cid=2763bb5284cd4f7cbb19087c145dca6f
839,815,Steve Lacy,2Gether (Enterlude),6rTqYkpXwKMv8sBvWB6Fl4,67,57vWImR43h4CaDao012Ofp,79,['afrofuturism'],1529669,0.438,0.412,-9.75,0.0275,0.8,0.0,0.267,0.413,88.977,6rTqYkpXwKMv8sBvWB6Fl4,50427,3,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,https://p.scdn.co/mp3-preview/6a50591b42fe30667e36e813724ceb6c3c5aa805?cid=2763bb5284cd4f7cbb19087c145dca6f
840,816,Time Shard,Metatron's Cube - 2022 Remaster,61f8ZV6oOPx3yww9QH0vWD,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.511,0.809,-10.515,0.0474,0.000338,0.87,0.18,0.0747,150.976,61f8ZV6oOPx3yww9QH0vWD,358853,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/6bfce82f926352b97fd69a029b522bafcf91ee1d?cid=2763bb5284cd4f7cbb19087c145dca6f
841,817,Jack Harlow,Nail Tech,3ioJs8DQw527GmqJIp5gZG,74,2LIk90788K0zvyj2JJVwkJ,85,"['deep underground hip hop', 'kentucky hip hop', 'rap']",2366608,0.677,0.557,-8.409,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,3ioJs8DQw527GmqJIp5gZG,206385,4,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,https://p.scdn.co/mp3-preview/b757ee5da5148bcace8379f8f1ad278b3f251773?cid=2763bb5284cd4f7cbb19087c145dca6f
842,818,Time Shard,Reality Helmet - 2022 Remaster,2uPKktN8aIPn3tWSUIrz7n,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.606,0.965,-8.171,0.0515,5.42e-05,0.845,0.642,0.457,134.98,2uPKktN8aIPn3tWSUIrz7n,506867,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/1ffabfe1c202bfa0460f2fc1e685b52652cef23b?cid=2763bb5284cd4f7cbb19087c145dca6f
843,819,Luke Bryan,Country On,1tRxwf8Q0AcshfHuaD86Yt,71,0BvkDsjIUla7X0k6CSWh1I,76,"['contemporary country', 'country', 'country road']",7449105,0.52,0.751,-5.064,0.0551,0.171,7.4e-06,0.0624,0.519,156.044,1tRxwf8Q0AcshfHuaD86Yt,236456,4,https://i.scdn.co/image/ab67616d0000b2738f91cad3d6dea3929464b990,
844,820,Time Shard,Expand Forever - 2022 Remaster,3INPb1gpR014DX9bsyEXmO,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.369,0.925,-10.71,0.0571,2.96e-05,0.863,0.416,0.171,179.933,3INPb1gpR014DX9bsyEXmO,302627,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/e2b61169901fef5b2a8c82b53ad91923a1c00e31?cid=2763bb5284cd4f7cbb19087c145dca6f
845,821,Zach Bryan,From Austin,3X0V4uEujns3TlpoDa2TvP,70,40ZNYROS4zLfyyBSs2PGe2,78,['oklahoma country'],502953,0.5,0.485,-7.94,0.0422,0.633,1.26e-06,0.107,0.379,109.755,3X0V4uEujns3TlpoDa2TvP,207453,4,https://i.scdn.co/image/ab67616d0000b273774a8d8bfb8daf2839fbb9e1,https://p.scdn.co/mp3-preview/69ef0006d1e550517e5a2b2d464b690a668965a7?cid=2763bb5284cd4f7cbb19087c145dca6f
846,822,Time Shard,The Others - 2022 Remaster,613GJzJTDc2f4TvHj56WsH,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.156,0.21,-26.645,0.0472,0.717,0.968,0.109,0.0556,140.719,613GJzJTDc2f4TvHj56WsH,181000,5,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/c6cd1b6b7d4de707e4279db32378b631275b2191?cid=2763bb5284cd4f7cbb19087c145dca6f
847,823,Lil Durk,Burglars & Murderers (feat. EST Gee),6JbrcjoMVBBNZllVOiHBcU,71,3hcs9uc56yIGFCSy9leWe7,84,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",4300178,0.774,0.551,-5.862,0.0854,0.0334,0.0,0.109,0.0858,137.932,6JbrcjoMVBBNZllVOiHBcU,160034,4,https://i.scdn.co/image/ab67616d0000b273a6952f32937f16cc81b4abca,https://p.scdn.co/mp3-preview/455a24d0ce8487bb4d72e054246ab9102a850322?cid=2763bb5284cd4f7cbb19087c145dca6f
848,824,Time Shard,Dream Messages - 2022 Remaster,4WuBbpYdKsJxilb46dutT9,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.375,0.626,-8.631,0.0664,0.000127,0.879,0.103,0.134,97.35,4WuBbpYdKsJxilb46dutT9,390387,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/1a67ca754c81e11076ebb3b813665c01b0eae5ec?cid=2763bb5284cd4f7cbb19087c145dca6f
849,825,Zach Bryan,Motorcycle Drive By,2HbpYFQbairMoU2YFyOP2x,61,40ZNYROS4zLfyyBSs2PGe2,78,['oklahoma country'],502953,0.655,0.682,-4.562,0.0464,0.0392,0.0,0.67,0.525,124.306,2HbpYFQbairMoU2YFyOP2x,161799,4,https://i.scdn.co/image/ab67616d0000b27340efbcb2e827ba3dd58426ed,https://p.scdn.co/mp3-preview/cdc7eab821ace4806e5331209ec06374d2beb37c?cid=2763bb5284cd4f7cbb19087c145dca6f
850,826,Monica Latrell,happy 2022 <3,1TQA7GIvmK6Dpi0iBjeBJu,0,6HCaybctyJUqqS92sxFKei,0,[],2,0.573,0.145,-33.339,0.919,0.857,3.14e-06,0.383,0.249,80.697,1TQA7GIvmK6Dpi0iBjeBJu,67648,4,https://i.scdn.co/image/ab67616d0000b2731d26b099823699599e537792,https://p.scdn.co/mp3-preview/a572262178270b3e33a8ea7ba5a0d32f8e953577?cid=2763bb5284cd4f7cbb19087c145dca6f
851,827,Zach Bryan,Jamie (feat. Charles Wesley Godwin),11xeawurZXUDqRPxCasaDt,61,40ZNYROS4zLfyyBSs2PGe2,78,['oklahoma country'],502953,0.425,0.31,-7.545,0.0327,0.733,0.0,0.106,0.249,119.196,11xeawurZXUDqRPxCasaDt,220057,5,https://i.scdn.co/image/ab67616d0000b27340efbcb2e827ba3dd58426ed,https://p.scdn.co/mp3-preview/6840b21f9ebd9c7982b35a86b77a173acc441dfe?cid=2763bb5284cd4f7cbb19087c145dca6f
852,828,Time Shard,Photon (Wave) - 2022 Remaster,7vH2fxmGs7L4WnNhb3HFI8,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.264,0.916,-7.345,0.0444,0.000731,0.74,0.435,0.392,137.914,7vH2fxmGs7L4WnNhb3HFI8,477360,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/09ef063eacf26663a1ad713484222982b6312798?cid=2763bb5284cd4f7cbb19087c145dca6f
853,829,The Weeknd,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,76,1Xyo4u8uXC1ZmMpatF05PJ,92,"['canadian contemporary r&b', 'canadian pop', 'pop']",47250393,0.535,0.791,-5.55,0.0327,0.00096,0.000155,0.0788,0.5,142.981,2D4dV2KXDTszzJ3p3cFqhA,211814,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,
854,830,Time Shard,25th Century - 2022 Remaster,3PwVARcMkEWrGoYCHSJ9wz,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.342,0.758,-11.414,0.0456,0.000189,0.219,0.518,0.156,119.951,3PwVARcMkEWrGoYCHSJ9wz,388107,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/757cf2c3906ffa9c4bd1111c9fcc6c81eba16315?cid=2763bb5284cd4f7cbb19087c145dca6f
855,831,Kendrick Lamar,The Heart Part 5,5MMW4CZsZiZt2iuqAXzzWC,74,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20995897,0.7,0.812,-8.128,0.297,0.183,0.0,0.0756,0.801,97.405,5MMW4CZsZiZt2iuqAXzzWC,332229,4,https://i.scdn.co/image/ab67616d0000b27389877ffdd584dc9b7168044b,
856,832,Time Shard,Psionic Lattice - 2022 Remaster,3fm1ltQyvW30SbUb5FEbMf,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.638,0.976,-6.351,0.0431,0.000241,0.845,0.159,0.555,130.857,3fm1ltQyvW30SbUb5FEbMf,470480,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/636056aed96282508e9923a461022d038fe72f6c?cid=2763bb5284cd4f7cbb19087c145dca6f
857,833,Post Malone,Love/Hate Letter To Alcohol (with Fleet Foxes),6R9c642Hs3tOdLowjYaWt2,73,246dkjvS1zLTtiykXe5h60,89,"['dfw rap', 'melodic rap', 'rap']",37561583,0.475,0.569,-7.073,0.0343,0.037,0.00129,0.232,0.0395,108.007,6R9c642Hs3tOdLowjYaWt2,183816,4,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97,
858,834,Oriental Meditation Music Academy,Lantern Festival 2022,5qdRFYXIsEZt2EkC9XKXWw,0,6fBdNqUtslQoVojNZWsJMq,10,[],858,0.571,0.589,-10.233,0.0314,0.65,0.764,0.224,0.388,122.664,5qdRFYXIsEZt2EkC9XKXWw,179363,4,https://i.scdn.co/image/ab67616d0000b2738a061a345321b19c2096f293,https://p.scdn.co/mp3-preview/2f073a32cdbc42e03e4ce72fe71812f02470f8c4?cid=2763bb5284cd4f7cbb19087c145dca6f
859,835,PLAYAMANE,MIDNIGHT,2WzAAerBvZvvFXgUpSwHZ9,81,13itspgSHkUbOq03AhIyjS,63,['drift phonk'],30950,0.633,0.433,-8.833,0.229,0.0053,0.28,0.145,0.373,122.088,2WzAAerBvZvvFXgUpSwHZ9,121972,4,https://i.scdn.co/image/ab67616d0000b27317a08c20deadefc069016642,https://p.scdn.co/mp3-preview/b67629ba7b9bd92848f43889698990cd0fd46038?cid=2763bb5284cd4f7cbb19087c145dca6f
860,836,Time Shard,Crystal Oscillations - 2022 Remaster,3OrlZLcu0IsZ415o1HqBpR,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.35,0.416,-14.503,0.0361,0.000763,0.761,0.0901,0.0387,119.9,3OrlZLcu0IsZ415o1HqBpR,921120,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/4e848f1380ecd87893ebbef3b44c7d9ddcc0a73a?cid=2763bb5284cd4f7cbb19087c145dca6f
861,837,Loveless,MIDDLE OF THE NIGHT,1Gwu3d6lZjL99kw4dcFCsq,75,1MP7xlABJ13LtmHfG77SCJ,63,['pop punk'],189626,0.384,0.938,-6.323,0.124,0.000236,0.0,0.132,0.163,92.859,1Gwu3d6lZjL99kw4dcFCsq,186129,3,https://i.scdn.co/image/ab67616d0000b2732043d29bafd1fdb4d99970d8,https://p.scdn.co/mp3-preview/c28aa3b8799569268885b5046218725ff09f38ae?cid=2763bb5284cd4f7cbb19087c145dca6f
862,838,Time Shard,Photon (Particle) - 2022 Remaster,1OhGWAELgIh35eHS2QxJ4p,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.614,0.898,-8.701,0.0516,0.0157,0.732,0.646,0.799,137.86,1OhGWAELgIh35eHS2QxJ4p,445253,3,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/2f29502dcc3afee16b5e2f3c9e35e5605319b999?cid=2763bb5284cd4f7cbb19087c145dca6f
863,839,Gorillaz,Cracker Island (feat. Thundercat),2W3ZpQg9i6lE6kmHbcdu9N,75,3AA28KZvwAUcZuOKwyblJQ,78,['alternative hip hop'],8987491,0.741,0.913,-3.34,0.0465,0.00343,0.103,0.325,0.643,120.012,2W3ZpQg9i6lE6kmHbcdu9N,213750,4,https://i.scdn.co/image/ab67616d0000b273efbba3463588a325949874d5,https://p.scdn.co/mp3-preview/66928019f52f1be25474055878c968964ead8a22?cid=2763bb5284cd4f7cbb19087c145dca6f
864,840,Nick Gill,It Probably Won't Be The Best Year Of Our Lives (An Anthem For 2022),7qQRqE8b4hNv8KK5SsIzMV,0,5d639VbpNbm9Y2uBoWPDnv,2,[],51,0.565,0.674,-9.171,0.0743,0.257,0.0,0.0694,0.82,152.238,7qQRqE8b4hNv8KK5SsIzMV,115388,4,https://i.scdn.co/image/ab67616d0000b2738a13e525b7aad289dab2cb82,https://p.scdn.co/mp3-preview/b4f0d8747d492764fa128a4401db5b0f707fb3e4?cid=2763bb5284cd4f7cbb19087c145dca6f
865,841,BoyWithUke,Understand,6dGqGkYDoRrKh5UiIcTT22,78,1Cd373x8qzC7SNUg5IToqp,76,[],1752474,0.828,0.658,-6.19,0.14,0.81,1.06e-06,0.277,0.917,103.051,6dGqGkYDoRrKh5UiIcTT22,171947,4,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0,
866,842,Time Shard,Mind Tundra - 2022 Remaster,4d3vtlq24pNlTpRg2Vqmnd,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.278,0.366,-18.575,0.0494,0.891,0.868,0.104,0.0376,79.89,4d3vtlq24pNlTpRg2Vqmnd,238987,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/cc12236b4d8d7c54edd3675cfd206d311abfb555?cid=2763bb5284cd4f7cbb19087c145dca6f
867,843,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,94,716NhGYqD1jl2wI1Qkgq36,84,"['argentine hip hop', 'pop venezolano', 'trap argentino']",5989457,0.621,0.782,-5.548,0.044,0.0125,0.033,0.23,0.55,128.033,2tTmW7RDtMQtBk7m2rYeSw,198938,4,https://i.scdn.co/image/ab67616d0000b273d126d2ac15aac8d153ce9672,https://p.scdn.co/mp3-preview/2bbcf481555f012987ea9f5fd3f771a3f2710922?cid=2763bb5284cd4f7cbb19087c145dca6f
868,844,BOYCOLE.,2022 and some more,5HYJe3jBS1blIIUspPMZaO,0,0PP56O8csg2T3vYlusZwmd,0,[],10,0.645,0.577,-7.43,0.0357,0.337,0.0,0.0793,0.622,110.044,5HYJe3jBS1blIIUspPMZaO,186533,4,https://i.scdn.co/image/ab67616d0000b2733b72602bcb8285b111b0afa6,https://p.scdn.co/mp3-preview/da70ed792655b11c8207059ba8e68dc6e8041671?cid=2763bb5284cd4f7cbb19087c145dca6f
869,845,Metallica,Master of Puppets,799XxzSlWNYkuWJxUbuGnF,76,2ye2Wgw4gimLv2eAKyk1NB,82,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",21938934,0.538,0.868,-7.357,0.0377,0.000599,0.482,0.199,0.556,105.164,799XxzSlWNYkuWJxUbuGnF,514480,4,https://i.scdn.co/image/ab67616d0000b2739456740ce4c5a93003341286,https://p.scdn.co/mp3-preview/b271544646315859362a944d7735afcb0f4afac3?cid=2763bb5284cd4f7cbb19087c145dca6f
870,846,Time Shard,Magnetic Storm - 2022 Remaster,7wE5siwy2p4BEWn4SMmM0q,0,18sev6eocvAAZnSv4Sk9B8,1,[],316,0.576,0.96,-8.712,0.0466,6.16e-05,0.928,0.593,0.741,153.983,7wE5siwy2p4BEWn4SMmM0q,417680,4,https://i.scdn.co/image/ab67616d0000b273cccbdf5724f2d02f0de1f050,https://p.scdn.co/mp3-preview/2b264ed589cd7098cf28870aa6ec3fc1cca8993b?cid=2763bb5284cd4f7cbb19087c145dca6f
871,847,Brett Eldredge,Songs About You,7qox7CiK5Kf25oBxCA0rY5,70,0qSX3s5pJnAlSsgsCne8Cz,63,"['contemporary country', 'country', 'country road', 'modern country rock']",1394597,0.649,0.558,-4.863,0.0253,0.147,0.0,0.172,0.635,89.988,7qox7CiK5Kf25oBxCA0rY5,202387,4,https://i.scdn.co/image/ab67616d0000b273853b4df4185c3b4be53db60e,https://p.scdn.co/mp3-preview/d680bce10d1de36d57d5f357ab9a91e943766240?cid=2763bb5284cd4f7cbb19087c145dca6f
872,848,Sexy Chillout Music Cafe,Housewarming Party Mix 2022,6eWwHqhlEcHgW45OS0F84X,0,2jkyh2kcKXdYCHyaQWdmjI,33,['erotica'],6567,0.635,0.347,-16.422,0.0374,0.18,0.786,0.112,0.0649,114.975,6eWwHqhlEcHgW45OS0F84X,306783,4,https://i.scdn.co/image/ab67616d0000b27358b6bbc0e76289e2c536d840,https://p.scdn.co/mp3-preview/366b1ec1b6bc07256a437c519b3f7e9e843cf997?cid=2763bb5284cd4f7cbb19087c145dca6f
873,849,Charlie Puth,That's Hilarious,1jIMjbzcGCcCQn5iMu9CUc,80,6VuMaDnrHyPL1p4EHjYLi7,83,"['dance pop', 'pop', 'viral pop']",16782465,0.714,0.442,-5.909,0.0605,0.742,0.0,0.114,0.546,108.039,1jIMjbzcGCcCQn5iMu9CUc,146855,4,https://i.scdn.co/image/ab67616d0000b273d901cb34a53fcad0e23781ea,https://p.scdn.co/mp3-preview/9a57941d17e7f1579061b454129e9c652791bf09?cid=2763bb5284cd4f7cbb19087c145dca6f
874,850,William Right,I Need You (Duet 2022),5KfrnvfrfySrXDgT4rS0nY,0,3Wl6qdCzW54kOmCrdJQpOr,0,[],5,0.591,0.328,-9.948,0.03,0.537,0.0,0.129,0.336,111.796,5KfrnvfrfySrXDgT4rS0nY,180261,4,https://i.scdn.co/image/ab67616d0000b273552de671502f961c7d72362b,https://p.scdn.co/mp3-preview/02da2454656dc7e59f338b754296abeb671b5957?cid=2763bb5284cd4f7cbb19087c145dca6f
875,851,Zach Bryan,All the Time,1ldUPmqrCvk6thNYe0oUen,61,40ZNYROS4zLfyyBSs2PGe2,78,['oklahoma country'],502953,0.422,0.439,-6.606,0.0311,0.272,0.0,0.124,0.277,151.785,1ldUPmqrCvk6thNYe0oUen,199500,4,https://i.scdn.co/image/ab67616d0000b27340efbcb2e827ba3dd58426ed,https://p.scdn.co/mp3-preview/fb8109078a110b0da375abd2ac73c744cf15963d?cid=2763bb5284cd4f7cbb19087c145dca6f
