,Unnamed: 0,artist_name,track_name,track_id,track_popularity,artist_id,artist_popularity,artist_genres,artist_followers,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,album_image,preview_url
263,263,Josef Strauss,"Sphärenklänge, Walzer, Op. 235",6QwCELMdagz2bIUl31L2GE,15,0qU8UdzIf1I2ZxyI5OHdut,29,[],5882,0.207,0.0898,-19.343,0.0403,0.951,0.827,0.0669,0.0969,187.44,6QwCELMdagz2bIUl31L2GE,567000,3,https://i.scdn.co/image/ab67616d0000b2736b06ff2f19685e6eb2581b7f,https://p.scdn.co/mp3-preview/f1609352d050735070651f0123d7ed3c6b78b591?cid=2763bb5284cd4f7cbb19087c145dca6f
264,264,Brent Faiyaz,ROLLING STONE,0e0JshRej2NwT7jahEmv52,74,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.462,0.273,-11.768,0.0622,0.903,3.71e-05,0.101,0.334,141.33,0e0JshRej2NwT7jahEmv52,162007,3,https://i.scdn.co/image/ab67616d0000b273620a28adc229e774f686dd13,https://p.scdn.co/mp3-preview/4e57f1ea058c4a4aa48aff4baed8c93925e23a3d?cid=2763bb5284cd4f7cbb19087c145dca6f
265,265,Johann Strauss II,"Persischer Marsch, Op. 289",6nFdjYo1hSmGPSmKiqFjN9,16,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306,0.56,0.306,-16.114,0.0276,0.91,0.885,0.0715,0.547,96.301,6nFdjYo1hSmGPSmKiqFjN9,134000,4,https://i.scdn.co/image/ab67616d0000b2736b06ff2f19685e6eb2581b7f,https://p.scdn.co/mp3-preview/525eb30355a166730b763de7e7d999b27ac28de6?cid=2763bb5284cd4f7cbb19087c145dca6f
266,266,Daddy Yankee,X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,88,4VMYDCV2IEDYJArk749S6m,87,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",28490618,0.812,0.855,-3.725,0.0554,0.0789,0.000167,0.108,0.573,90.04,48AJSd42lXpicsGqcgopof,192477,4,https://i.scdn.co/image/ab67616d0000b27342b84b2b0aa47bc162b29522,
267,267,Johann Strauss II,"Champagner-Polka, Op. 211",0ceAZnQanR0on8E9HLmZK2,16,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306,0.581,0.215,-20.23,0.0372,0.912,0.919,0.174,0.838,127.378,0ceAZnQanR0on8E9HLmZK2,146000,4,https://i.scdn.co/image/ab67616d0000b2736b06ff2f19685e6eb2581b7f,https://p.scdn.co/mp3-preview/0099e5098e4cd5c3c74ba3d9bb38fa9340899137?cid=2763bb5284cd4f7cbb19087c145dca6f
268,268,Alec Benjamin,Devil Doesn’t Bargain,1zu2GKHPJIsUu80SUJX4H4,82,5IH6FPUwQTxPSXurCrcIov,76,"['alt z', 'dream smp', 'electropop', 'pop']",3655209,0.448,0.606,-4.565,0.0609,0.577,0.0,0.217,0.483,121.15,1zu2GKHPJIsUu80SUJX4H4,163613,4,https://i.scdn.co/image/ab67616d0000b2730c8a0405b0035e48ab780eec,https://p.scdn.co/mp3-preview/18c88509a93685166bcab9daa836080d45fd8a02?cid=2763bb5284cd4f7cbb19087c145dca6f
269,269,Johann Strauss II,"Auf der Jagd, Polka schnell, Op. 373",0NQlZbWIFXIkKIhFsMH1ZI,16,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306,0.493,0.42,-15.651,0.0427,0.929,0.901,0.0625,0.58,89.198,0NQlZbWIFXIkKIhFsMH1ZI,132000,4,https://i.scdn.co/image/ab67616d0000b2736b06ff2f19685e6eb2581b7f,https://p.scdn.co/mp3-preview/0ee662b6522ab57b91b3837b4a0a6a53a50281a6?cid=2763bb5284cd4f7cbb19087c145dca6f
270,270,Drake,Currents,1eCFz60zd7mAXgWLapPd9B,79,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252,0.883,0.283,-12.653,0.113,0.104,0.00167,0.0935,0.416,122.013,1eCFz60zd7mAXgWLapPd9B,157390,4,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,
271,271,Johann Strauss II,"An der schönen blauen Donau, Walzer, Op. 314",0DSg1rFnpdc9RhNKCYOF3s,16,5goS0v24Fc1ydjCKQRwtjM,54,"['classical', 'late romantic era', 'operetta']",406306,0.229,0.072,-19.892,0.0353,0.965,0.866,0.0682,0.171,82.918,0DSg1rFnpdc9RhNKCYOF3s,616000,4,https://i.scdn.co/image/ab67616d0000b2736b06ff2f19685e6eb2581b7f,https://p.scdn.co/mp3-preview/06c963e8f3302bd551d4498c539051d9efe2b426?cid=2763bb5284cd4f7cbb19087c145dca6f
272,272,Journey,Separate Ways (Worlds Apart) - Bryce Miller/Alloy Tracks Remix,0muK9BAzu2TJXQgWPsEj6e,81,0rvjqX7ttXeg3mTy8Xscbt,75,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",4423230,0.43,0.569,-9.274,0.044,0.0115,0.0134,0.163,0.0668,129.992,0muK9BAzu2TJXQgWPsEj6e,165075,4,https://i.scdn.co/image/ab67616d0000b273cc20353b6f469858d50a0adf,https://p.scdn.co/mp3-preview/1110164a0bbe3ff566346147f09e48835aec60a8?cid=2763bb5284cd4f7cbb19087c145dca6f
273,273,Travie McCoy,We'll Be Alright,62XAay0engehHzXfpW2nrc,6,7o9Nl7K1Al6NNAHX6jn6iG,62,"['dance pop', 'pop rap']",341661,0.73,0.937,-2.677,0.0357,0.0234,0.0,0.11,0.97,139.973,62XAay0engehHzXfpW2nrc,197360,4,https://i.scdn.co/image/ab67616d0000b273e6491559ba7bca3baf46097e,https://p.scdn.co/mp3-preview/f2d598583b98df7094912ebca83c76f4c8874092?cid=2763bb5284cd4f7cbb19087c145dca6f
274,274,Lauren Spencer-Smith,Flowers,6Z165JvPnS8PYvGW8oLGLc,81,79AyR6ATpj2LTPxfb6FX50,70,"['gen z singer-songwriter', 'pop', 'uk pop']",760165,0.684,0.449,-9.738,0.611,0.869,0.0,0.0881,0.341,66.165,6Z165JvPnS8PYvGW8oLGLc,157373,4,https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993,
275,275,The Harvard Krokodiloes,Take Five,3oGSeFjidISj4nGZSrNsnM,2,1YgfLHmN8WBmunQOPAzxTh,7,[],362,0.554,0.358,-8.538,0.0651,0.599,0.0,0.425,0.817,82.627,3oGSeFjidISj4nGZSrNsnM,141347,3,https://i.scdn.co/image/ab67616d0000b27361e3cbdef4ee14aa4e1f5135,https://p.scdn.co/mp3-preview/ff1924aeaf77195332cf41fca1e4dd2326fb13f1?cid=2763bb5284cd4f7cbb19087c145dca6f
276,276,Lady Gaga,Hold My Hand,0oWraSo5ASJ0h1BEagTyEw,85,1HY2Jd0NmPuamShAr6KMms,84,"['art pop', 'dance pop', 'pop']",22672825,0.519,0.617,-4.287,0.0313,0.0387,0.0,0.401,0.222,147.708,0oWraSo5ASJ0h1BEagTyEw,225300,3,https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a,
277,277,DJ Snake,Loco Contigo,0SsArKudK0oLud8nXMRfN9,6,540vIaP2JwjQb9dm3aArA4,77,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",7938694,0.827,0.757,-2.985,0.0564,0.283,1.56e-06,0.102,0.374,95.983,0SsArKudK0oLud8nXMRfN9,185195,4,https://i.scdn.co/image/ab67616d0000b273f0c98099b001e19ca9bc7844,
278,278,Brent Faiyaz,PRICE OF FAME,4xKQtLZn8m2d2KJy13ZujE,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.428,0.367,-9.905,0.0914,0.132,0.0,0.149,0.174,71.184,4xKQtLZn8m2d2KJy13ZujE,379004,4,https://i.scdn.co/image/ab67616d0000b273620a28adc229e774f686dd13,https://p.scdn.co/mp3-preview/ab7da6158c177138d9c111e90124a038ef7be1b5?cid=2763bb5284cd4f7cbb19087c145dca6f
279,279,The Harvard Krokodiloes,Inochi No Namae,0q2CEZPcNxcC0wcVHGt7Ci,3,1YgfLHmN8WBmunQOPAzxTh,7,[],362,0.319,0.269,-10.443,0.0293,0.823,2.86e-06,0.122,0.245,82.897,0q2CEZPcNxcC0wcVHGt7Ci,189134,4,https://i.scdn.co/image/ab67616d0000b27361e3cbdef4ee14aa4e1f5135,https://p.scdn.co/mp3-preview/61b56d00eb024cccf60f6c2374ca3e3612f1c125?cid=2763bb5284cd4f7cbb19087c145dca6f
280,280,DaBaby,Bestie,6r9xnueU24r4eoG3HXC87E,76,4r63FhuTkUYltbVAg5TQnk,82,"['north carolina hip hop', 'rap', 'trap']",9886437,0.807,0.625,-6.67,0.351,0.0741,0.0,0.487,0.871,146.031,6r9xnueU24r4eoG3HXC87E,111971,4,https://i.scdn.co/image/ab67616d0000b2730f8975afd519403248e96725,
281,281,R3HAB,All Around The World (La La La),1iwEkU7SPZtaWD7cjOPyne,7,6cEuCEZu7PAE9ZSzLLc2oQ,76,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",2377087,0.733,0.859,-5.03,0.033,0.479,0.0645,0.105,0.52,124.948,1iwEkU7SPZtaWD7cjOPyne,147840,4,https://i.scdn.co/image/ab67616d0000b273f0c98099b001e19ca9bc7844,
282,282,Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",3zakx7RAwdkUQlOoQ7SJRt,74,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.541,0.619,-8.746,0.254,0.167,0.00633,0.144,0.491,163.908,3zakx7RAwdkUQlOoQ7SJRt,214693,4,https://i.scdn.co/image/ab67616d0000b273620a28adc229e774f686dd13,https://p.scdn.co/mp3-preview/078a8311cb341c1c65ef811ba9afcfe389373076?cid=2763bb5284cd4f7cbb19087c145dca6f
283,283,Black Eyed Peas,I Gotta Feeling,0teThZJXIAJigFWFCHhRrU,8,1yxSLGMDHlW21z4YXirZDS,79,"['dance pop', 'pop', 'pop rap']",6812236,0.746,0.793,-5.725,0.0265,0.0519,0.0,0.421,0.656,127.973,0teThZJXIAJigFWFCHhRrU,289493,4,https://i.scdn.co/image/ab67616d0000b273f0c98099b001e19ca9bc7844,
284,284,JID,Surround Sound (feat. 21 Savage & Baby Tate),0cp97b37sFNsdIbQH6po3T,77,6U3ybJ9UHNKEdsH7ktGBZ7,77,"['hip hop', 'rap', 'underground hip hop']",902493,0.57,0.573,-6.935,0.476,0.156,0.0,0.256,0.517,76.006,0cp97b37sFNsdIbQH6po3T,229938,4,https://i.scdn.co/image/ab67616d0000b2737cdc9049c803f7a5db9ba399,
285,285,Sean Paul,No Lie,7tEk0lnzfowgegtKXxygH3,6,3Isy6kedDrgPYoTS1dazA9,79,"['dance pop', 'dancehall', 'pop', 'pop rap']",3961601,0.742,0.883,-2.862,0.118,0.0468,0.0,0.206,0.464,102.044,7tEk0lnzfowgegtKXxygH3,221176,4,https://i.scdn.co/image/ab67616d0000b273f0c98099b001e19ca9bc7844,
286,286,Brent Faiyaz,GHETTO GATSBY (FEAT. ALICIA KEYS),2krESug6AyfOL07tlaGwts,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.524,0.233,-12.991,0.104,0.869,4.59e-06,0.369,0.585,175.805,2krESug6AyfOL07tlaGwts,198005,4,https://i.scdn.co/image/ab67616d0000b273620a28adc229e774f686dd13,https://p.scdn.co/mp3-preview/aed82c95e06a0be4465e0e3b782eb6c1df1bb228?cid=2763bb5284cd4f7cbb19087c145dca6f
287,287,Surfaces,Sunday Best,1bpA48rYxsGsien5giUBdZ,5,4ETSs924pXMzjIeD6E9b4u,71,"['bedroom soul', 'pop']",852050,0.87,0.566,-5.659,0.0461,0.157,0.0,0.0735,0.724,111.999,1bpA48rYxsGsien5giUBdZ,158639,4,https://i.scdn.co/image/ab67616d0000b273f0c98099b001e19ca9bc7844,
288,288,Brent Faiyaz,FYTB (FEAT. JOONY),48oQGynnS8RLiYRFsJ6pDL,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.783,0.48,-9.182,0.251,0.258,4.73e-06,0.305,0.364,133.086,48oQGynnS8RLiYRFsJ6pDL,198004,4,https://i.scdn.co/image/ab67616d0000b273620a28adc229e774f686dd13,https://p.scdn.co/mp3-preview/2303061ad051822a4d805912f9c281ba61dd0cd1?cid=2763bb5284cd4f7cbb19087c145dca6f
289,289,Jessie J,Price Tag,2hX4Y6IpShMsHn1P9ceE4D,7,2gsggkzM5R49q6jpPvazou,70,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'uk pop']",10144360,0.641,0.836,-3.952,0.196,0.0283,4.17e-06,0.152,0.693,174.971,2hX4Y6IpShMsHn1P9ceE4D,222533,4,https://i.scdn.co/image/ab67616d0000b273f0c98099b001e19ca9bc7844,
290,290,Cris Mj,Una Noche en Medellín,1O2pcBJGej0pmH2Y9XZMs6,92,1Yj5Xey7kTwvZla8sqdsdE,78,"['mambo chileno', 'urbano chileno']",476938,0.87,0.548,-5.253,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,1O2pcBJGej0pmH2Y9XZMs6,153750,4,https://i.scdn.co/image/ab67616d0000b273697ed12671078b5dee48f0ad,https://p.scdn.co/mp3-preview/dfe61a7a42720eeb10aadaecdf6eaf1d4cf8e59f?cid=2763bb5284cd4f7cbb19087c145dca6f
291,291,The Wanted,Glad You Came,2ojHsrbZaaoumDQKgdsusa,6,2NhdGz9EDv2FeUw6udu2g1,65,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",2492407,0.658,0.864,-3.858,0.0815,0.0331,0.0,0.109,0.53,126.904,2ojHsrbZaaoumDQKgdsusa,197936,4,https://i.scdn.co/image/ab67616d0000b273f0c98099b001e19ca9bc7844,
292,292,Conan Gray,Family Line,0iNZGC211wst3VjtobNnC5,79,4Uc8Dsxct0oMqx0P6i60ea,81,"['bedroom pop', 'pop']",6048244,0.326,0.397,-8.145,0.0461,0.619,0.0,0.0979,0.276,153.713,0iNZGC211wst3VjtobNnC5,216095,3,https://i.scdn.co/image/ab67616d0000b27360a89b781c62ffe2136e4396,
293,293,NEIKED,Better Days,43B38XWoAqlxs56j9u2B1C,2,5H6xmHXjsq98NLbEjuE29f,68,"['scandipop', 'tropical house']",117101,0.717,0.671,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,43B38XWoAqlxs56j9u2B1C,160657,4,https://i.scdn.co/image/ab67616d0000b273e0e6386e76ce4e6379ae54c4,
294,294,Shawn Mendes,When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,85,7n2wHs1TKAczGzO7Dd2rGr,83,"['canadian pop', 'pop', 'viral pop']",38560827,0.603,0.691,-5.805,0.0372,0.0248,0.0,0.583,0.577,147.148,0U1W2LZVUX7qTm7dDpqxh6,172267,4,https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117,
295,295,MEDUZA,Lose Control,5BeVk8Kqt0ZY9EMoWI8zfS,7,0xRXCcSX89eobfrshSVdyu,72,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",537519,0.597,0.527,-8.658,0.0412,0.127,0.0,0.14,0.535,123.946,5BeVk8Kqt0ZY9EMoWI8zfS,168387,4,https://i.scdn.co/image/ab67616d0000b273f0c98099b001e19ca9bc7844,
296,296,Jack Harlow,Nail Tech,62Yo3FDddWY8ydu6PW2wyz,78,2LIk90788K0zvyj2JJVwkJ,85,"['deep underground hip hop', 'kentucky hip hop', 'rap']",2366608,0.677,0.557,-8.409,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,62Yo3FDddWY8ydu6PW2wyz,206385,4,https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a,https://p.scdn.co/mp3-preview/b757ee5da5148bcace8379f8f1ad278b3f251773?cid=2763bb5284cd4f7cbb19087c145dca6f
297,297,Maroon 5,What Lovers Do,1gK8KWjMpKy5P2erOyd6pO,9,04gDigrS5kc9YWfZHwBETP,84,['pop'],37125239,0.797,0.605,-5.123,0.0578,0.0827,3.44e-06,0.124,0.448,110.024,1gK8KWjMpKy5P2erOyd6pO,199853,4,https://i.scdn.co/image/ab67616d0000b273f0c98099b001e19ca9bc7844,
298,298,Post Malone,Wrapped Around Your Finger,6Kfoo60npYPdvNxMPMiDpX,78,246dkjvS1zLTtiykXe5h60,89,"['dfw rap', 'melodic rap', 'rap']",37561583,0.744,0.628,-5.435,0.0287,0.0493,0.0,0.317,0.539,119.966,6Kfoo60npYPdvNxMPMiDpX,193565,4,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97,
299,299,Imagine Dragons,Follow You,6mpkYUbyN9KjbP94syLrlz,4,53XhwfbYqKCa1cC15pYq2q,87,"['modern rock', 'rock']",41318405,0.542,0.732,-5.956,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,6mpkYUbyN9KjbP94syLrlz,175644,4,https://i.scdn.co/image/ab67616d0000b27339c43471a3231398fdedac79,
300,300,Brent Faiyaz,ROLE MODEL,1wGpEisE7VmhhSazD8hZ5l,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.606,0.544,-7.968,0.0421,0.0285,4.88e-06,0.152,0.335,90.104,1wGpEisE7VmhhSazD8hZ5l,194009,4,https://i.scdn.co/image/ab67616d0000b273620a28adc229e774f686dd13,https://p.scdn.co/mp3-preview/5105d38e7f53628191b8ac448191ab9cfcc63924?cid=2763bb5284cd4f7cbb19087c145dca6f
301,301,Workout Music ,You Broke Me First (Workout Mix),4Ty7xyaoyr2ZeTLRd6aGbL,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.637,0.574,-8.061,0.0532,0.0606,0.000583,0.0574,0.509,129.958,4Ty7xyaoyr2ZeTLRd6aGbL,251075,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/2fa8f7fbe17541e96cdca37760409c737c848a23?cid=2763bb5284cd4f7cbb19087c145dca6f
302,302,Kendrick Lamar,United In Grief,5Gt9bxniM1SxN61yRzRhXL,79,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",20995897,0.529,0.845,-8.142,0.404,0.244,0.0,0.143,0.331,85.63,5Gt9bxniM1SxN61yRzRhXL,255378,3,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,
303,303,Workout Music ,Positions (Workout Mix),0g6SG50ZXfUSUOfHCZwelh,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.745,0.792,-7.225,0.0422,0.0299,0.0316,0.0788,0.595,127.991,0g6SG50ZXfUSUOfHCZwelh,261094,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/abf62a7270fa6a504a67b0f9ba1ca7141a1388a8?cid=2763bb5284cd4f7cbb19087c145dca6f
304,304,Brent Faiyaz,JACKIE BROWN,2IlT65thKQQw248mhk2PjQ,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.726,0.353,-10.273,0.105,0.65,0.002,0.224,0.503,137.66,2IlT65thKQQw248mhk2PjQ,169014,4,https://i.scdn.co/image/ab67616d0000b273620a28adc229e774f686dd13,https://p.scdn.co/mp3-preview/83b632055209e4483000ffd7eb8465f9dc1d91db?cid=2763bb5284cd4f7cbb19087c145dca6f
305,305,Workout Music ,Electricity (Workout Mix),473AjnY37WldJKydlFew7R,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.764,0.9,-5.28,0.105,0.000936,0.00801,0.0303,0.542,128.02,473AjnY37WldJKydlFew7R,269973,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/8cb8c86787f5fb88631634fa989ab1c546e8f32c?cid=2763bb5284cd4f7cbb19087c145dca6f
306,306,Yeat,Poppin,3wn8nOygkHLUQ9dlXM1rKW,76,3qiHUAX7zY4Qnjx8TNUzVx,79,['pluggnb'],962337,0.705,0.613,-7.441,0.123,0.262,6.97e-06,0.198,0.259,74.521,3wn8nOygkHLUQ9dlXM1rKW,167187,4,https://i.scdn.co/image/ab67616d0000b27372b69f1f356613717909d6db,
307,307,Workout Music ,Leave Before You Love Me (Workout Mix),5YxSli4gUjYthsY0i3lHIa,4,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.874,0.62,-5.153,0.066,0.00988,3.64e-05,0.0753,0.9,131.991,5YxSli4gUjYthsY0i3lHIa,269090,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/444e57d99081a4c686d6c98451b6f2fd7a1e788a?cid=2763bb5284cd4f7cbb19087c145dca6f
308,308,Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),5c37mE38KCxduL41dwsdwg,75,1dID9zgn0OV0Y8ud7Mh2tS,67,"['contemporary country', 'country', 'country road', 'modern country rock']",1844769,0.403,0.711,-4.189,0.0569,0.137,0.0,0.109,0.801,203.803,5c37mE38KCxduL41dwsdwg,170560,4,https://i.scdn.co/image/ab67616d0000b27333898991f216cddbbb3fb312,
309,309,Workout Music ,Alone (Workout Mix),3l5U0R0aReooep0zk2kM33,3,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.812,0.831,-4.146,0.0588,0.0164,0.00443,0.0433,0.913,128.017,3l5U0R0aReooep0zk2kM33,255000,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/c784e4d43fdbd60b15e880440c935e13f917e9f3?cid=2763bb5284cd4f7cbb19087c145dca6f
310,310,Drake,Flight's Booked,6Yj7Zhxt73uvwFFvzQXdxO,80,3TVXtAsR1Inumwj472S9r4,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",65321252,0.593,0.41,-13.097,0.0531,0.886,0.0993,0.115,0.201,122.584,6Yj7Zhxt73uvwFFvzQXdxO,254407,4,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,
311,311,Workout Music ,Hold On (Workout Mix),6leoJ4z4b581wuzkQFN7EV,6,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.561,0.882,-4.562,0.0632,0.000843,0.0104,0.118,0.49,131.968,6leoJ4z4b581wuzkQFN7EV,272727,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/e2f896234fa3131f100f03fa186c848f1b92342a?cid=2763bb5284cd4f7cbb19087c145dca6f
312,312,Brent Faiyaz,HEAL YOUR HEART (INTERLUDE),6MF5JoJYj5uK07Si6fRAPM,73,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.287,0.332,-10.15,0.0433,0.678,0.00375,0.11,0.204,177.804,6MF5JoJYj5uK07Si6fRAPM,75043,4,https://i.scdn.co/image/ab67616d0000b273620a28adc229e774f686dd13,https://p.scdn.co/mp3-preview/0f28605cc677d88b66a95b0174276b4c187808ef?cid=2763bb5284cd4f7cbb19087c145dca6f
313,313,Workout Music ,Anyone (Workout Mix),2Ihx7sR79SWqMmZBrAA3tT,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.697,0.663,-7.412,0.0367,0.000194,0.000625,0.0342,0.951,127.958,2Ihx7sR79SWqMmZBrAA3tT,299998,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/e93cb10cf355bed7da8a23f33f5562017a38cabb?cid=2763bb5284cd4f7cbb19087c145dca6f
314,314,Kelsea Ballerini,HEARTFIRST,1S55d7hhptRt8PS6nC1fSY,74,3RqBeV12Tt7A8xH3zBDDUF,69,"['contemporary country', 'country', 'pop']",925050,0.662,0.855,-3.742,0.0457,0.021,0.0,0.228,0.84,120.079,1S55d7hhptRt8PS6nC1fSY,187017,4,https://i.scdn.co/image/ab67616d0000b27394b0fac2952c6e886b2cb68d,https://p.scdn.co/mp3-preview/2b701b056b85ffd73f20ed7be7a21d4dcab29e5f?cid=2763bb5284cd4f7cbb19087c145dca6f
315,315,Workout Music ,Watermelon Sugar (Workout Mix),2KlDOdn2feWDRhJ7HCsdIt,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.759,0.882,-5.435,0.0822,0.00286,0.00863,0.0393,0.71,128.004,2KlDOdn2feWDRhJ7HCsdIt,255000,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/fbccf4ca53c597a4045455916d260989fd672f56?cid=2763bb5284cd4f7cbb19087c145dca6f
316,316,Lil Baby,U-Digg (feat. 42 Dugg & Veeze),0b7UwotRCrS7qBoLDjfvSY,76,5f7VJjfbwm532GiveGC0ZK,87,"['atl hip hop', 'atl trap', 'rap', 'trap']",11002396,0.824,0.583,-6.537,0.147,0.00253,0.0,0.266,0.154,147.496,0b7UwotRCrS7qBoLDjfvSY,235501,4,https://i.scdn.co/image/ab67616d0000b273a2726a1969968cae266444d4,
317,317,Workout Music ,Come & Go (Workout Mix),3J8MjvnPtOb3CcPDDc4UDj,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.63,0.832,-7.463,0.0404,0.00591,0.14,0.0324,0.92,140.028,3J8MjvnPtOb3CcPDDc4UDj,274286,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/1ce7c43d2d6856533ea2a92995ea6a4a35a7c3e0?cid=2763bb5284cd4f7cbb19087c145dca6f
318,318,Brent Faiyaz,WASTING TIME (FEAT. DRAKE & THE NEPTUNES),6N9U1wkWniSXD4TKD4ln0h,72,3tlXnStJ1fFhdScmQeLpuG,82,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",2546329,0.443,0.72,-3.743,0.0733,0.0669,0.0,0.0909,0.374,89.378,6N9U1wkWniSXD4TKD4ln0h,301304,4,https://i.scdn.co/image/ab67616d0000b273620a28adc229e774f686dd13,https://p.scdn.co/mp3-preview/f9795a02aac2e88de517c2e14efb34589a6d5420?cid=2763bb5284cd4f7cbb19087c145dca6f
319,319,Workout Music ,Beautiful Mistakes (Workout Mix),4zDVc78LCBzFPMHC4oxWrE,5,5njMahLKD1tLJ5bejvqseV,37,['workout product'],63976,0.814,0.786,-7.343,0.0406,0.0032,0.0474,0.0831,0.969,128.013,4zDVc78LCBzFPMHC4oxWrE,270000,4,https://i.scdn.co/image/ab67616d0000b2733a3389107b36e7d50baf1550,https://p.scdn.co/mp3-preview/bb6462f36309b01f7654d4e563ce96d6fa702de4?cid=2763bb5284cd4f7cbb19087c145dca6f
320,320,The Weeknd,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,82,1Xyo4u8uXC1ZmMpatF05PJ,92,"['canadian contemporary r&b', 'canadian pop', 'pop']",47250393,0.702,0.586,-7.83,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,0mL82sxCRjrs3br407IdJh,199111,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,
